Customer ID,Gender,Age,Married,Number of Dependents,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Customer Status
5195-KPUNQ,Female,72,No,0,0,53,Offer B,Yes,34.58,No,Yes,Fiber Optic,28,Yes,Yes,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,96.75,5206.55,0,0,1832.74,"7,039.29",Stayed
5197-PYEPU,Female,21,Yes,3,5,42,Offer B,Yes,6.37,Yes,Yes,Fiber Optic,69,Yes,Yes,No,No,Yes,No,No,No,One Year,Yes,Credit Card,94.45,3923.8,0,140,267.54,"4,331.34",Stayed
5197-YPYBZ,Female,39,Yes,2,4,12,None,Yes,39.59,Yes,No,,,,,,,,,,,Two Year,No,Credit Card,25.25,274.7,0,0,475.08,"7,49.78",Stayed
5198-EFNBM,Male,66,Yes,0,10,57,None,Yes,46.62,No,Yes,Fiber Optic,4,No,Yes,Yes,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,90.65,5199.8,0,0,2657.34,"7,857.14",Stayed
5198-HQAEN,Male,50,Yes,3,5,35,Offer C,Yes,1.53,No,Yes,Fiber Optic,57,No,Yes,No,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,89.7,3165.6,0,0,53.55,"3,219.15",Stayed
5199-FPUSP,Male,64,No,2,0,33,None,No,,,Yes,Cable,12,Yes,No,No,Yes,No,No,No,Yes,One Year,No,Credit Card,34.05,1113.95,0,0,0,"1,113.95",Stayed
5201-CBWYG,Male,60,Yes,1,1,62,None,Yes,16.48,Yes,No,,,,,,,,,,,One Year,No,Bank Withdrawal,24.8,1476.25,0,0,1021.76,"2,498.01",Stayed
5201-FRKKS,Male,53,No,0,0,25,Offer C,Yes,17.3,No,Yes,Fiber Optic,26,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,74.3,1952.25,40.54,0,432.5,"2,344.21",Stayed
5201-USSQZ,Female,56,Yes,0,1,26,None,Yes,42.26,No,Yes,Fiber Optic,2,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,85.9,2196.45,0,0,1098.76,"3,295.21",Stayed
5203-XEHAX,Female,55,No,0,0,34,None,Yes,45.56,No,Yes,DSL,7,Yes,Yes,No,No,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,64.35,2053.05,46.39,0,1549.04,"3,555.7",Stayed
5204-HMGYF,Female,32,Yes,2,4,49,None,Yes,33.07,No,Yes,DSL,23,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,87.2,4345,0,0,1620.43,"5,965.43",Stayed
5204-QZXPU,Male,50,No,0,0,19,None,No,,,Yes,DSL,21,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,39.65,733.35,0,0,0,"7,33.35",Churned
5206-HPJKM,Male,64,No,0,0,17,None,Yes,33.68,No,Yes,DSL,14,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,55.5,934.15,0,0,572.56,"1,506.71",Stayed
5206-XZZQI,Male,56,No,0,0,53,Offer B,Yes,49.21,No,Yes,Fiber Optic,29,No,Yes,No,Yes,No,No,No,No,Month-to-Month,Yes,Credit Card,80.6,4348.1,39.45,90,2608.13,"7,006.78",Stayed
5208-FVQKB,Male,41,Yes,0,7,70,Offer A,Yes,24.93,No,Yes,DSL,15,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,67.95,4664.15,0,0,1745.1,"6,409.25",Stayed
5213-TWWJU,Male,26,No,0,0,28,None,Yes,45.24,No,Yes,Fiber Optic,59,No,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,91,2626.15,0,0,1266.72,"3,892.87",Stayed
5214-CHIWJ,Male,44,No,0,0,27,None,Yes,21.66,No,No,,,,,,,,,,,One Year,No,Credit Card,20.3,595.05,0,0,584.82,"1,179.87",Stayed
5214-NLTIT,Male,22,Yes,1,1,72,Offer A,Yes,23.7,Yes,Yes,Fiber Optic,59,No,No,Yes,No,No,Yes,Yes,No,Two Year,Yes,Credit Card,90.8,6511.8,0,60,1706.4,"8,278.2",Stayed
5215-LNLDJ,Female,20,Yes,2,3,7,None,No,,,Yes,DSL,76,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,-7,149.05,0,0,0,"1,49.05",Stayed
5219-YIPTK,Female,46,Yes,0,1,33,None,Yes,11.32,Yes,Yes,Fiber Optic,12,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,104.4,3409.6,0,0,373.56,"3,783.16",Churned
5220-AGAAX,Male,60,Yes,1,8,68,Offer A,Yes,2.71,Yes,No,,,,,,,,,,,Two Year,Yes,Bank Withdrawal,24,1664.3,0,0,184.28,"1,848.58",Stayed
5223-UZAVK,Male,51,No,0,0,64,Offer B,Yes,9.95,No,Yes,Fiber Optic,2,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,100.3,6603.8,0,0,636.8,"7,240.6",Stayed
5226-NOZFC,Male,48,No,0,0,26,None,Yes,40.35,No,Yes,Fiber Optic,13,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.75,2146.5,0,0,1049.1,"3,195.6",Stayed
5227-JSCFE,Male,74,Yes,0,9,71,Offer A,No,,,Yes,DSL,19,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,46.35,3353.4,18.64,0,0,"3,334.76",Stayed
5228-EXCET,Male,40,No,0,0,13,None,Yes,12.54,No,Yes,Fiber Optic,20,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,80.85,1008.7,0,0,163.02,"1,171.72",Churned
5229-DTFYB,Female,64,No,0,0,41,None,Yes,10.26,No,Yes,Fiber Optic,2,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,98.8,3959.15,27.09,0,420.66,"4,352.72",Stayed
5229-PRWKT,Male,47,No,0,0,8,Offer E,Yes,24.76,Yes,Yes,Fiber Optic,2,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,86.55,649.65,0,0,198.08,"8,47.73",Churned
5233-AOZUF,Female,62,Yes,0,3,29,None,Yes,5.39,Yes,Yes,Fiber Optic,17,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.95,2149.05,0,0,156.31,"2,305.36",Stayed
5233-GEEAX,Male,65,No,0,0,8,Offer E,No,,,Yes,DSL,4,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,29.4,221.9,0,0,0,"2,21.9",Churned
5236-PERKL,Female,38,No,0,0,57,None,Yes,48.86,Yes,Yes,Fiber Optic,6,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,112.95,6465,0,0,2785.02,"9,250.02",Churned
5236-XMZJY,Female,27,No,0,0,42,Offer B,Yes,22.08,No,Yes,Cable,26,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,59.65,2536.55,0,0,927.36,"3,463.91",Stayed
5240-CAOYT,Female,30,No,0,0,57,None,Yes,28.27,Yes,Yes,Fiber Optic,41,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,87.55,4884.85,1.83,0,1611.39,"6,494.41",Stayed
5240-IJOQT,Male,69,No,0,0,1,None,Yes,11.34,Yes,Yes,Fiber Optic,20,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.7,74.7,0,0,11.34,"8,6.04",Churned
5242-UOWHD,Male,24,Yes,2,3,45,Offer B,Yes,39.03,No,No,,,,,,,,,,,Two Year,No,Credit Card,20.35,929.2,0,0,1756.35,"2,685.55",Stayed
5243-SAOTC,Male,36,No,0,0,54,Offer B,Yes,7.64,Yes,Yes,Fiber Optic,3,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.85,4308.25,0,0,412.56,"4,720.81",Stayed
5244-IRFIH,Male,72,Yes,0,1,33,None,Yes,27.78,Yes,Yes,Fiber Optic,8,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,94.5,3105.55,0,0,916.74,"4,022.29",Churned
5248-KWLAR,Male,31,Yes,0,1,71,Offer A,Yes,18.42,Yes,Yes,DSL,29,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,90.35,6325.25,0,0,1307.82,"7,633.07",Stayed
5248-RPYWW,Female,78,Yes,1,2,72,None,Yes,9.88,Yes,Yes,Cable,16,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,90.15,6716.45,0,0,711.36,"7,427.81",Stayed
5248-YGIJN,Male,36,Yes,0,9,72,None,Yes,10.92,Yes,Yes,DSL,28,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,90.25,6369.45,0,0,786.24,"7,155.69",Stayed
5249-QYHEX,Female,27,Yes,2,2,40,Offer B,Yes,33.44,Yes,No,,,,,,,,,,,Two Year,Yes,Credit Card,24.8,1024.7,0,0,1337.6,"2,362.3",Stayed
5260-UMPWX,Female,41,Yes,1,4,26,None,Yes,24.44,No,No,,,,,,,,,,,Month-to-Month,Yes,Credit Card,20.25,493.95,0,0,635.44,"1,129.39",Stayed
5261-QSHQM,Female,31,No,0,0,4,Offer E,No,,,Yes,DSL,9,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,24.45,86.6,0,0,0,"8,6.6",Churned
5266-PFRQK,Male,47,Yes,3,2,52,Offer B,Yes,39.48,No,No,,,,,,,,,,,One Year,Yes,Credit Card,20.85,1071.6,0,0,2052.96,"3,124.56",Stayed
5268-DSMNQ,Female,65,Yes,0,5,62,None,Yes,11.41,Yes,Yes,Fiber Optic,25,No,Yes,Yes,No,Yes,No,No,Yes,One Year,Yes,Credit Card,97.95,5936.55,0,0,707.42,"6,643.97",Stayed
5271-DBYSJ,Male,80,No,0,0,11,Offer D,Yes,26.84,No,Yes,Fiber Optic,15,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Credit Card,79.15,827.7,0,140,295.24,"1,262.94",Stayed
5274-XHAKY,Female,19,Yes,2,10,41,Offer B,Yes,1.6,Yes,Yes,Fiber Optic,59,Yes,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,94.3,3893.6,0,0,65.6,"3,959.2",Stayed
5275-SQEIZ,Male,64,No,0,0,1,None,Yes,14.91,No,Yes,Fiber Optic,21,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,80.85,80.85,0,0,14.91,"9,5.76",Churned
5277-ZLOOR,Female,78,No,0,0,2,Offer E,Yes,5.49,Yes,Yes,Fiber Optic,25,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.55,187.45,0,0,10.98,"1,98.43",Churned
5281-BUZGT,Male,69,No,0,0,36,Offer C,Yes,23.33,Yes,Yes,Fiber Optic,23,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,90.85,3186.7,0,0,839.88,"4,026.58",Churned
5285-MVEHD,Female,35,Yes,0,1,56,Offer B,Yes,34.1,No,Yes,Fiber Optic,13,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,105.6,6068.65,0,0,1909.6,"7,978.25",Stayed
5286-YHCVC,Male,58,Yes,0,4,72,None,Yes,40.49,Yes,Yes,Fiber Optic,15,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,104.8,7470.1,0,0,2915.28,"1,0385.38",Stayed
5287-QWLKY,Male,79,Yes,0,1,71,None,Yes,44.66,Yes,Yes,Fiber Optic,8,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,105.1,7548.1,0,0,3170.86,"1,0718.96",Churned
5288-AHOUP,Male,71,No,0,0,11,None,Yes,41.58,No,Yes,Fiber Optic,3,No,No,No,No,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,78.5,874.2,0,0,457.38,"1,331.58",Stayed
5293-WXJAK,Female,73,Yes,0,5,11,None,Yes,17.25,Yes,Yes,Fiber Optic,27,No,No,Yes,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,104.05,1133.65,0,0,189.75,"1,323.4",Churned
5294-CDGWY,Male,51,Yes,0,1,51,None,No,,,Yes,DSL,2,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,59.3,3014.65,0,0,0,"3,014.65",Churned
5294-DMSFH,Female,32,Yes,2,1,29,None,Yes,33.62,No,Yes,Fiber Optic,13,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,87.8,2621.75,0,0,974.98,"3,596.73",Stayed
5296-BFCYD,Male,35,Yes,2,4,46,None,Yes,14.91,No,No,,,,,,,,,,,Two Year,Yes,Mailed Check,20.1,936.85,0,0,685.86,"1,622.71",Stayed
5296-PSYVW,Female,41,Yes,0,8,72,None,Yes,8.98,Yes,No,,,,,,,,,,,Two Year,No,Bank Withdrawal,24.55,1750.7,0,0,646.56,"2,397.26",Stayed
5297-MDOIR,Female,20,Yes,0,7,63,Offer B,Yes,34.51,No,Yes,Fiber Optic,46,Yes,No,Yes,No,No,No,Yes,Yes,One Year,Yes,Credit Card,81.15,5224.5,0,0,2174.13,"7,398.63",Stayed
5298-GSTLM,Female,74,No,0,0,60,Offer B,Yes,48.92,Yes,Yes,Fiber Optic,11,Yes,No,No,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,101.4,6176.6,0,0,2935.2,"9,111.8",Stayed
5299-RULOA,Female,62,Yes,2,1,10,None,Yes,24.48,Yes,Yes,Fiber Optic,30,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.25,1064.65,0,0,244.8,"1,309.45",Churned
5299-SJCZT,Male,57,No,0,0,3,Offer E,Yes,21.86,Yes,Yes,Fiber Optic,6,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,101.55,298.35,0,0,65.58,"3,63.93",Churned
5301-GAUUY,Male,31,No,0,0,32,Offer C,Yes,1.49,Yes,Yes,Fiber Optic,21,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.35,2596.15,0,0,47.68,"2,643.83",Churned
5307-DZCVC,Female,78,Yes,0,0,32,Offer C,Yes,48.95,Yes,Yes,Fiber Optic,9,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,85.95,2628.6,0,0,1566.4,"4,195",Churned
5307-UVGNB,Female,40,Yes,3,5,53,None,No,,,Yes,Cable,25,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,48.7,2495.2,0,0,0,"2,495.2",Stayed
5309-TAIKL,Female,42,No,0,0,7,None,Yes,8.29,No,Yes,DSL,21,No,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,62.8,418.3,0,0,58.03,"4,76.33",Stayed
5310-NOOVA,Male,51,No,0,0,46,None,Yes,13.42,No,No,,,,,,,,,,,Two Year,No,Bank Withdrawal,19.95,907.05,0,0,617.32,"1,524.37",Stayed
5311-IHLEI,Male,45,No,0,0,12,Offer D,No,,,Yes,DSL,9,Yes,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,50.95,605.75,0,0,0,"6,05.75",Stayed
5312-IRCFR,Female,21,Yes,3,8,64,None,Yes,37.47,Yes,Yes,Fiber Optic,69,No,Yes,Yes,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,92.85,5980.75,0,0,2398.08,"8,378.83",Stayed
5312-UXESG,Female,43,No,0,0,41,Offer B,Yes,29.19,Yes,Yes,Fiber Optic,4,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,98.05,3990.6,0,0,1196.79,"5,187.39",Stayed
5315-CKEQK,Male,73,Yes,2,1,28,None,Yes,4.71,Yes,Yes,DSL,21,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,51,1381.8,0,80,131.88,"1,593.68",Stayed
5317-FLPJF,Female,25,No,0,0,66,Offer A,No,,,Yes,DSL,73,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,61.35,4193.4,0,130,0,"4,323.4",Stayed
5318-YKDPV,Male,62,Yes,0,1,43,None,Yes,41.08,No,Yes,DSL,18,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,79.15,3566.6,0,0,1766.44,"5,333.04",Stayed
5320-BRKGK,Female,28,Yes,2,1,58,Offer B,Yes,2.87,Yes,Yes,DSL,69,Yes,No,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,75.8,4415.75,0,0,166.46,"4,582.21",Stayed
5321-NTRKC,Male,25,Yes,1,8,66,Offer A,Yes,35.01,Yes,Yes,DSL,59,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,79.85,5234.95,0,0,2310.66,"7,545.61",Stayed
5322-ZSMZY,Male,26,Yes,3,7,31,None,Yes,7.03,Yes,No,,,,,,,,,,,Two Year,No,Credit Card,25.75,755.6,0,0,217.93,"9,73.53",Stayed
5324-KTGCG,Male,55,Yes,0,5,71,None,Yes,44.82,No,No,,,,,,,,,,,One Year,No,Bank Withdrawal,20.85,1539.75,0,0,3182.22,"4,721.97",Stayed
5325-UWTWJ,Male,47,Yes,0,4,31,Offer C,Yes,22.42,Yes,Yes,Fiber Optic,21,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,90.55,2929.75,0,0,695.02,"3,624.77",Stayed
5327-CNLUQ,Male,33,Yes,0,1,48,Offer B,Yes,6.1,Yes,Yes,Fiber Optic,18,Yes,Yes,Yes,No,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,96.9,4473.45,0,0,292.8,"4,766.25",Stayed
5327-XOKKY,Male,79,Yes,0,7,72,Offer A,Yes,11.26,Yes,Yes,Cable,3,No,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,73.45,5329,0,0,810.72,"6,139.72",Stayed
5329-KRDTM,Male,73,Yes,0,4,72,Offer A,Yes,33.68,Yes,Yes,DSL,10,No,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,77.35,5396.25,0,0,2424.96,"7,821.21",Stayed
5331-RGMTT,Male,67,Yes,0,0,54,None,Yes,38.48,Yes,Yes,Fiber Optic,13,No,No,Yes,No,Yes,Yes,No,No,Month-to-Month,Yes,Credit Card,99.05,5295.7,0,40,2077.92,"7,413.62",Stayed
5334-JLAXU,Female,44,Yes,0,8,60,Offer B,Yes,15.54,Yes,Yes,Fiber Optic,19,Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,94.1,5475.9,0,0,932.4,"6,408.3",Stayed
5337-IIWKZ,Male,35,Yes,3,2,34,Offer C,No,,,Yes,DSL,76,No,No,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,44.85,1442.6,0,0,0,"1,442.6",Stayed
5339-PXDVH,Male,43,No,0,0,4,Offer E,Yes,31.57,Yes,Yes,Fiber Optic,18,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,90.65,367.95,0,0,126.28,"4,94.23",Stayed
5339-TJFEK,Male,22,Yes,1,8,62,Offer B,Yes,14.75,Yes,Yes,Fiber Optic,52,Yes,Yes,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,105.5,6487.2,0,150,914.5,"7,551.7",Stayed
5343-SGUBI,Female,43,No,0,0,52,Offer B,Yes,42.9,Yes,Yes,Fiber Optic,14,No,Yes,No,No,No,No,No,Yes,One Year,Yes,Credit Card,80.2,4297.6,0,0,2230.8,"6,528.4",Stayed
5345-BMKWB,Male,29,Yes,0,9,8,None,Yes,4.98,No,No,,,,,,,,,,,Month-to-Month,No,Credit Card,20.25,158.35,0,0,39.84,"1,98.19",Stayed
5349-AZPEW,Female,40,Yes,3,3,5,Offer E,No,,,Yes,DSL,53,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,25.05,125.5,0,0,0,"1,25.5",Stayed
5349-IECLD,Male,61,No,0,0,2,None,Yes,26.05,No,Yes,Fiber Optic,2,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,94.95,178.1,0,0,52.1,"2,30.2",Churned
5351-QESIO,Male,64,No,2,0,1,Offer E,No,,,Yes,Cable,17,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,24.2,24.2,0,0,0,"2,4.2",Stayed
5353-WILCI,Female,51,No,0,0,28,Offer C,Yes,44.11,No,Yes,Cable,15,Yes,Yes,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,56.05,1522.65,0,110,1235.08,"2,867.73",Stayed
5356-CSVSQ,Female,20,No,0,0,3,None,Yes,40.99,Yes,Yes,Cable,48,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,64.6,174.2,0,0,122.97,"2,97.17",Stayed
5356-KZCKT,Male,42,No,0,0,58,Offer B,Yes,2.38,Yes,No,,,,,,,,,,,Two Year,Yes,Credit Card,24.45,1513.6,0,0,138.04,"1,651.64",Stayed
5356-RHIPP,Male,38,No,0,0,1,Offer E,Yes,45.49,No,No,,,,,,,,,,,Month-to-Month,Yes,Credit Card,20.2,20.2,0,0,45.49,"6,5.69",Churned
5360-LJCNJ,Female,37,Yes,0,4,71,None,Yes,10.46,Yes,Yes,Fiber Optic,3,No,Yes,Yes,No,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,105.15,7555,0,60,742.66,"8,357.66",Stayed
5364-EVNIB,Male,61,No,0,0,13,None,Yes,30.88,No,Yes,Fiber Optic,3,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.8,973.45,0,0,401.44,"1,374.89",Churned
5364-XYIRR,Male,44,Yes,0,1,51,None,Yes,21.08,Yes,Yes,Fiber Optic,9,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.65,4812.75,0,0,1075.08,"5,887.83",Churned
5366-OBVMR,Female,42,Yes,0,4,18,Offer D,Yes,35.96,No,Yes,DSL,17,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,50.3,908.75,0,0,647.28,"1,556.03",Stayed
5370-IIVVL,Male,26,No,0,0,37,Offer C,Yes,38.72,Yes,Yes,Fiber Optic,59,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,104.5,3778,0,0,1432.64,"5,210.64",Stayed
5371-VYLSX,Female,65,No,0,0,50,None,Yes,47.99,Yes,Yes,Fiber Optic,22,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,83.4,4113.7,0,0,2399.5,"6,513.2",Stayed
5372-FBKBN,Female,38,No,2,0,21,Offer D,Yes,8.68,No,No,,,,,,,,,,,Month-to-Month,No,Credit Card,20.75,452.2,0,0,182.28,"6,34.48",Stayed
5373-SFODM,Male,65,Yes,0,1,36,None,Yes,24.54,Yes,Yes,Fiber Optic,5,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,85.25,3132.75,0,0,883.44,"4,016.19",Churned
5375-XLDOF,Male,24,Yes,3,7,69,Offer A,Yes,37.97,Yes,Yes,Fiber Optic,27,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,114.35,7665.8,0,10,2619.93,"1,0295.73",Stayed
5376-DEQCP,Female,48,No,0,0,1,None,Yes,27.12,No,Yes,Fiber Optic,23,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.6,70.6,0,0,27.12,"9,7.72",Churned
5377-NDTOU,Female,26,Yes,0,3,71,Offer A,Yes,9.5,Yes,Yes,Cable,76,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,91.05,6293.75,0,0,674.5,"6,968.25",Stayed
5378-IKEEG,Female,47,No,0,0,1,Offer E,No,,,Yes,Cable,2,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,35.75,35.75,0,0,0,"3,5.75",Churned
5380-AFSSK,Female,44,No,0,0,5,None,Yes,46.45,Yes,Yes,Fiber Optic,10,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,93.9,486.85,0,0,232.25,"7,19.1",Churned
5380-XPJNZ,Female,22,No,0,0,38,None,Yes,40.64,No,No,,,,,,,,,,,One Year,No,Credit Card,20.05,678.2,0,0,1544.32,"2,222.52",Stayed
5382-SOYZL,Male,39,No,0,0,22,None,Yes,11.15,Yes,Yes,Fiber Optic,17,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.1,2162.6,0,0,245.3,"2,407.9",Stayed
5382-TEMLV,Male,45,No,0,0,45,None,Yes,19.39,No,Yes,DSL,16,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,50.9,2298.55,0,0,872.55,"3,171.1",Stayed
5383-MMTWC,Female,75,Yes,0,1,8,None,Yes,46.05,Yes,Yes,Fiber Optic,22,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84,613.4,0,0,368.4,"9,81.8",Churned
5384-ZTTWP,Female,49,Yes,1,4,15,Offer D,Yes,17.43,No,No,,,,,,,,,,,Month-to-Month,No,Mailed Check,19.8,272.95,18.55,0,261.45,"5,15.85",Stayed
5385-SUIRI,Male,69,Yes,0,0,52,None,Yes,37.6,Yes,Yes,Fiber Optic,23,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,104.2,5568.35,0,0,1955.2,"7,523.55",Churned
5387-ASZNZ,Female,72,No,0,0,66,Offer A,Yes,36.48,Yes,Yes,DSL,5,Yes,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Credit Card,-8,4174.35,0,0,2407.68,"6,582.03",Stayed
5389-FFVKB,Male,71,Yes,0,1,32,None,Yes,2.08,No,Yes,Fiber Optic,25,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,80.3,2483.05,0,0,66.56,"2,549.61",Churned
5392-AKEMH,Female,50,No,0,0,12,None,Yes,31.22,No,Yes,DSL,12,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,45.05,523.1,0,0,374.64,"8,97.74",Stayed
5394-MEITZ,Female,26,Yes,0,5,60,None,Yes,14,No,Yes,Cable,42,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,80.6,4946.7,0,0,840,"5,786.7",Stayed
